Name,Code,Open,Close,High,Low
10MFL24AA   ,937029,1106.0,1106.1,1106.1,1106.0
10MMFL21    ,936858,994.0,994.0,994.0,994.0
1115KFL22   ,935774,1000.0,996.0,1000.0,996.0
119AML26    ,973118,105084.73,105084.73,105084.73,105084.73
11AGG       ,543181,12.1,12.15,13.99,12.1
11AMD       ,543182,0.2,0.2,0.2,0.2
11DPD       ,543186,0.42,0.42,0.42,0.42
11DPR       ,543173,0.09,0.09,0.09,0.09
11GPG       ,543174,2.25,2.07,2.25,2.03
11MPD       ,543175,2.05,1.94,2.05,1.83
11MPR       ,543176,0.09,0.09,0.09,0.09
20 MICRONS  ,533022,41.45,37.95,41.45,37.45
21ST CEN.MGM,526921,12.2,11.96,12.2,11.96
3I INFOTECH ,532628,8.51,7.9,8.55,7.9
3M INDIA LTD,523395,26154.35,25397.95,26300.0,25336.5
3PLAND      ,516092,10.28,10.5,11.03,10.28
5PAISA      ,540776,344.0,339.85,355.35,333.0
63MOONS     ,526881,88.0,89.8,90.45,88.0
682PFCL31   ,937369,1013.0,1013.0,1013.0,1013.0
683PFCL31   ,937377,1005.0,1006.5,1009.99,1005.0
697PFCL36   ,937381,1022.0,1025.0,1027.0,1022.0
715PFCL36   ,937385,1037.5,1038.97,1038.99,1037.0
729IRFC26   ,935680,1189.98,1189.98,1189.98,1189.98
729NABARD26 ,935688,1141.29,1140.99,1141.29,1140.99
739NHAI31A  ,935664,1263.0,1263.29,1265.0,1261.7
762NTPC35F  ,961910,1350.0,1350.0,1350.0,1350.0
764NABARD31 ,935690,1241.5,1244.71,1244.71,1241.5
769NHAI31   ,935666,1275.0,1272.5,1275.0,1272.5
76NHAI31    ,935584,1240.0,1240.0,1240.0,1240.0
772GOI2049  ,800299,120.0,120.0,120.0,120.0
793REC22    ,961743,1102.0,1102.0,1102.0,1102.0
7NR         ,540615,6.69,6.08,6.69,5.9
800MMFSL27  ,936044,1040.05,1045.0,1045.0,1040.05
810IRFC2327 ,961732,1258.95,1259.0,1259.85,1258.95
81TCHF23    ,937041,1040.0,1040.0,1040.0,1040.0
820NHAI22   ,961727,1076.75,1076.75,1076.75,1076.75
820PFC2022  ,961729,1077.0,1077.0,1077.0,1077.0
825MFL23    ,937403,966.1,967.0,967.0,966.0
825MFL23A   ,937435,970.0,973.0,975.0,970.0
826REC23    ,961778,1120.0,1144.99,1144.99,1120.0
830NHAI27   ,961728,1264.9,1265.0,1266.0,1264.9
839HUDCO23  ,961784,1135.0,1135.0,1135.0,1135.0
841IIFCL24B ,961893,1100.0,1100.0,1100.0,1100.0
843NHPC23   ,961790,1125.0,1125.0,1125.0,1125.0
843PFC22A   ,950495,10510.0,10502.75,10510.0,10501.0
848IRFC24   ,961829,1219.0,1219.0,1219.0,1219.0
848IRFC28C  ,972862,1266963.9,1266963.9,1266963.9,1266963.9
849NTPC25   ,935383,13.6,13.69,13.7,13.51
84TCHF28    ,937057,1104.1,1104.1,1104.1,1104.1
850SBIPER   ,959072,1063051.66,1063051.66,1063051.66,1063051.66
852NHAI24   ,961824,1110.0,1110.0,1110.0,1110.0
85MFL24     ,937405,980.0,981.56,986.0,980.0
85TCFS24    ,936806,1096.1,1090.0,1096.1,1090.0
865DHFL23   ,936196,315.0,315.0,315.0,315.0
865IBHFL26  ,935856,925.0,925.0,925.0,925.0
865TCFS27   ,936810,1131.21,1130.22,1140.0,1125.0
86LTFL24    ,937009,1080.1,1080.0,1080.1,1076.21
870LTFL22A  ,961737,1022.05,1022.01,1022.05,1022.01
870LTFL22B  ,961738,2168.0,2167.45,2172.0,2167.42
872MMFSL26  ,935740,1199.0,1199.99,1200.0,1199.0
872PFC22A   ,950497,11501.0,11500.0,11501.0,11500.0
873IIFCL29D ,961821,1299.49,1299.49,1299.49,1299.49
875MFL21A   ,936142,1018.0,1012.55,1018.0,1012.0
875MFL22    ,936004,1001.0,1001.0,1001.0,1001.0
875MFL23    ,936138,1008.0,1008.0,1008.0,1008.0
875NHAI29   ,961826,1280.4,1289.0,1289.0,1280.4
875SBIPERA  ,958959,1085000.0,1085000.0,1085000.0,1085000.0
875SEFL21   ,936174,408.0,408.0,408.0,407.99
876HUDCO24  ,961814,1133.0,1133.0,1133.0,1133.0
876HUDCO28  ,961785,1310.0,1310.0,1310.0,1310.0
87LTFL27    ,936578,1130.0,1130.0,1130.0,1130.0
880IIFCL29  ,961895,1298.79,1298.79,1298.79,1298.79
880TCFSL21  ,936286,1060.0,1060.36,1060.65,1060.0
884ICCL28   ,936278,929.99,929.99,929.99,929.99
885HDFC99   ,956281,1030000.0,1030000.0,1030000.0,1030000.0
885MFL23    ,937291,987.0,987.0,987.0,987.0
885STFCL23  ,937067,1027.0,1028.99,1030.0,1027.0
886REC34    ,961877,1440.0,1440.0,1440.0,1440.0
888ERFL28   ,936130,880.0,880.0,880.0,880.0
890ICCL21   ,936268,1019.0,1018.8,1019.0,1018.8
890TCFSL23  ,936290,1103.0,1105.44,1106.0,1102.5
891IIFCL34  ,961822,1423.5,1423.5,1423.5,1423.5
892PFC33    ,961804,1443.9,1443.9,1443.9,1443.9
898LTFL29   ,936532,1150.0,1145.0,1150.0,1145.0
900KPL29    ,961851,1300.0,1300.0,1300.0,1300.0
901HUDCO34  ,961816,1455.0,1454.0,1455.0,1454.0
905MMFSL22  ,936404,1023.06,1024.0,1024.0,1023.06
905RHFL22B  ,935908,189.99,189.99,189.99,189.99
910DHFL28   ,936206,315.0,315.0,315.0,315.0
910TCFSL28  ,936294,1185.0,1186.01,1190.11,1185.0
911JMFCSL23 ,936222,1032.0,1032.0,1032.0,1010.0
912STFCL23  ,936324,1014.0,1006.2,1014.0,981.7
916EFSL26   ,937495,999.0,979.04,999.0,978.0
91LTFL22    ,936512,1030.05,1030.27,1042.0,1025.01
91STFCL21   ,936232,1070.51,1071.65,1073.0,1070.51
925AHFL23   ,936316,1020.0,1020.0,1020.0,1020.0
925EFL23    ,936246,966.99,970.0,978.7,966.99
925ERFL28   ,936132,852.37,852.37,852.37,852.37
925JMFCSL21 ,936216,1085.0,1085.0,1085.0,1085.0
925MMFL22   ,937421,955.01,993.98,994.99,955.01
925SEFL22   ,936050,305.0,271.5,305.0,271.5
92SEFL28    ,936186,316.8,303.6,316.8,300.8
930DHFL26B  ,935814,349.99,340.0,350.0,340.0
935AHFL28   ,936320,1045.0,1045.0,1045.0,1045.0
935MFL22    ,936480,1015.0,1015.0,1015.0,1015.0
93STF22     ,936786,1067.8,1064.44,1067.8,1064.0
93STFCL29   ,936454,1025.0,1008.99,1025.0,1008.99
940STFCL21  ,936328,1040.02,1049.99,1050.0,1040.02
943EFL28    ,936252,934.99,939.94,939.94,934.99
945EFL21    ,936244,1049.6,1049.51,1049.6,1049.51
94MFL22     ,937249,1079.0,1079.0,1079.0,1079.0
94MMFL21    ,937117,994.0,994.0,994.0,994.0
94STFCL22   ,936456,1035.0,1040.0,1040.0,1035.0
94STFCL28   ,936236,1090.0,1096.0,1096.0,1086.0
95IFL22A    ,936818,985.0,990.0,990.0,985.0
95JFPL22    ,937131,1050.0,1050.0,1050.0,1050.0
95JMFCSL23  ,936220,1101.1,1101.1,1101.1,1101.1
95MFL23A    ,937021,1020.0,1012.0,1020.0,1012.0
95MHIL22    ,936640,1001.0,1009.46,1009.5,976.0
95PCHFL22   ,958517,810188.8,810188.8,810188.8,810188.8
965EFL23    ,936250,964.5,964.5,964.5,964.5
965SCUF22   ,936596,1012.0,1012.0,1012.0,1012.0
96AHFL21    ,936314,1079.9,1079.9,1079.9,1079.9
96IFL28     ,937455,1008.8,1006.0,1008.8,1000.05
96MFL21     ,936358,1010.0,1010.0,1010.0,1010.0
96MFL25     ,937301,1045.0,1046.5,1048.0,1045.0
975JMFCSL28 ,936224,1122.0,1123.64,1126.1,1115.0
975KFL22    ,937195,990.0,990.0,990.0,990.0
975MFL22A   ,936484,1029.0,1029.0,1029.0,1029.0
975MFL24A   ,936538,1054.59,1054.59,1054.59,1054.59
975MFL24AA  ,936730,1054.49,1054.49,1054.49,1054.49
975MFL24B   ,936930,1050.0,1050.0,1050.0,1050.0
975MFL24BB  ,937023,1065.0,1065.0,1065.0,1065.0
975MHIL22   ,936646,1022.0,1023.0,1023.0,1022.0
975MMFL22   ,936584,989.0,989.0,989.0,989.0
975SCUF24   ,936602,1040.0,1040.0,1040.0,1040.0
97EFIL21    ,937077,1003.9,1003.9,1003.9,1003.9
97SCUF22    ,936876,1060.0,1060.0,1060.0,1060.0
981JMFCSL28 ,936386,1052.0,1046.0,1052.0,1046.0
990IFCI24F  ,935321,1084.99,1084.99,1084.99,1084.99
995ECL24    ,936969,983.0,965.2,983.0,965.0
995ECL29    ,936975,950.0,926.85,950.0,850.0
995EFL24A   ,936716,960.0,965.0,965.0,960.0
995EFL29    ,936722,875.0,938.0,938.0,874.98
99ECL21     ,936961,1026.8,1023.0,1035.0,1023.0
99EFL21     ,936708,1090.81,1090.81,1090.81,1067.2
9LTFL24     ,936562,1074.75,1074.75,1074.75,1074.75
9MFL22      ,937243,1005.0,1005.0,1005.0,1005.0
9MFL23      ,936144,1025.0,1035.0,1035.0,1025.0
9MFL27A     ,937441,999.0,999.0,999.0,999.0
9SEFL23B    ,936112,315.0,315.0,315.0,315.0
9STFCL25    ,937069,1038.0,1038.0,1038.0,1038.0
A.K.CAPITAL ,530499,402.0,394.1,402.0,390.15
A.SARABHAI  ,500009,27.5,25.9,27.8,25.5
A2ZINFRA    ,533292,4.25,3.95,4.3,3.91
AAIL        ,530621,17.65,17.0,17.65,17.0
AAL         ,542012,107.0,108.0,108.25,106.0
AANCHALISP  ,538812,5.81,5.5,5.81,5.5
AAREY DRUGS ,524412,31.45,30.1,32.1,29.55
AARNAV      ,539562,69.0,69.75,70.55,69.0
AARTI DRUGS ,524348,729.0,712.4,729.0,708.0
AARTI INDUST,524208,1660.0,1635.4,1687.4,1612.2
AARTISURF   ,543210,1471.4,1409.75,1485.0,1390.0
AARVEE DENIM,514274,19.85,19.75,21.7,19.7
AAVAS       ,541988,2288.45,2243.2,2310.75,2224.3
AAYUSH      ,539528,25.2,26.45,26.45,25.2
ABAN OFFSHO ,523204,32.2,31.65,33.0,31.25
ABANSENT    ,512165,104.95,103.5,107.45,102.6
ABB LTD.    ,500002,1370.0,1375.0,1398.85,1366.0
ABBOTT (I)  ,500488,15098.7,15298.9,15450.0,15085.35
ABC GAS INT ,513119,9.03,9.03,9.03,9.03
ABC INDIA   ,520123,64.0,66.75,67.0,63.0
ABCAPITAL   ,540691,116.25,114.05,118.65,113.5
ABFRL       ,535755,180.55,176.85,183.5,175.45
ABFRLPP     ,890148,147.9,146.25,147.9,143.05
ABIRAMI FIN.,511756,3.95,3.95,3.95,3.95
ABM KNOWLEDG,531161,113.85,110.2,113.85,109.25
ABML        ,532974,40.8,43.9,46.6,39.65
ABSLBANETF  ,542863,325.0,324.0,325.0,324.0
ABSLNN50ET  ,542230,348.0,352.5,355.0,348.0
ABSLRIF6RG  ,541092,8.74,8.75,8.79,8.56
ABVL        ,530881,12.09,12.09,12.09,12.09
ACC LTD     ,500410,1914.0,1869.85,1914.0,1866.9
ACCEL       ,517494,13.4,13.14,14.0,12.73
ACCELYA     ,532268,910.0,879.65,918.0,877.95
ACE SOFTWARE,531525,13.0,12.8,13.25,12.25
ACEMEN      ,539661,50.0,49.0,50.5,49.0
ACEWIN      ,539570,9.3,9.3,9.3,9.3
ACI INFOCOM ,517356,0.3,0.3,0.3,0.3
ACKNIT IND  ,530043,104.5,93.25,104.5,92.6
ACME        ,539391,15.3,15.25,15.3,15.25
ACML        ,540146,24.75,23.2,25.0,22.55
ACROW INDIA ,513149,144.85,138.0,144.95,128.5
ACRYCIL LTD.,524091,330.0,326.6,336.0,318.6
ACTION CONST,532762,143.0,144.1,147.8,143.0
ADANI ENTER ,512599,1285.0,1262.2,1298.8,1241.8
ADANI PORTS ,532921,780.5,768.8,781.85,760.0
ADANI POWER ,533096,97.4,95.65,98.9,94.35
ADANIGREEN  ,541450,1059.95,1046.45,1062.2,1033.3
ADANITRANS  ,539254,1075.35,1065.4,1098.0,1054.05
ADCINDIA    ,523411,202.9,196.2,207.9,195.8
ADCON       ,539506,6.46,6.14,6.46,6.14
ADDI IND.   ,507852,4.59,4.59,4.59,4.59
ADF FOODS LT,519183,963.0,907.9,964.0,895.2
ADHINATH TEX,514113,3.0,3.0,3.0,3.0
ADHUNIKIND  ,538365,25.3,24.2,26.6,24.15
ADINATH EXIM,532056,6.0,6.0,6.0,6.0
ADITRI      ,534707,1.0,1.0,1.0,0.93
ADITYA ISPAT,513513,6.3,6.3,6.3,5.8
ADITYA SPIN.,521141,5.92,6.2,6.24,5.92
ADL         ,543231,27.2,28.2,29.5,27.2
ADOR FONTECH,530431,40.35,40.75,42.5,40.35
ADOR MULTI. ,523120,76.0,76.65,78.95,71.6
ADORWELDING ,517041,400.0,379.65,401.0,375.8
ADROITINFO  ,532172,9.14,9.14,9.14,9.14
ADVANI HOTEL,523269,54.7,53.0,54.7,53.0
ADVENT COMP.,531429,1.77,1.86,1.95,1.77
ADVENZYMES  ,540025,465.45,449.2,485.0,444.0
ADVIKCA     ,539773,1.7,1.65,1.7,1.65
AEGIS LOGIS ,500003,314.0,323.7,330.0,314.0
AEL         ,539196,15.88,13.94,15.88,13.5
AFEL        ,538351,19.25,18.65,19.25,18.65
AFFLE       ,542752,5571.6,5470.7,5643.0,5440.0
AFFORDABLE  ,541402,111.95,104.15,111.95,103.55
AGAR IND COR,531921,167.55,167.6,167.6,164.0
AGCNET      ,500463,1590.0,1594.75,1627.95,1583.6
AGIIL       ,539042,69.15,70.7,71.0,69.15
AGIO PAPER  ,516020,2.09,2.19,2.25,2.09
AGOL        ,542579,42.0,42.0,42.0,42.0
AGRI TECH   ,537292,41.5,38.95,41.8,38.95
AGRO TECH FO,500215,891.9,918.6,978.0,875.45
AHLUWALIA CO,532811,284.85,280.8,287.95,278.0
AHMED.STEEL ,522273,14.7,16.1,16.1,14.7
AI CHAMPDNY ,532806,10.16,10.6,11.0,10.16
AIAENGINEER ,532683,1840.45,1871.8,1885.95,1830.0
AIIL        ,539177,308.0,320.4,320.4,308.0
AIMCO PESTI.,524288,101.8,99.75,103.5,98.45
AINFRA      ,539620,23.85,24.4,24.95,23.85
AISHWARYA   ,532975,1.55,1.69,1.69,1.54
AJANTA PHARM,532331,1842.05,1863.15,1872.0,1817.45
AJANTA SOYA ,519216,78.65,81.5,84.0,75.3
AJEL        ,530713,2.32,2.23,2.32,2.23
AJIL        ,514394,26.7,26.65,27.35,26.5
AJMERA      ,513349,112.7,113.4,121.95,110.0
AKASHDEEP   ,538778,35.0,34.9,36.9,32.0
AKSH OPTIFIB,532351,6.16,6.24,6.41,6.14
AKSHAR      ,541303,10.29,10.2,10.29,10.2
AKSHARCHEM I,524598,270.0,263.35,273.95,262.0
AKSPINTEX   ,539300,24.7,24.7,24.7,24.7
AKZOINDIA   ,500710,2257.25,2218.0,2264.9,2205.1
ALANKIT     ,531082,14.45,14.25,14.45,14.0
ALBERT DAVID,524075,440.0,439.15,448.75,436.5
ALCH CORP   ,531409,5.2,5.2,5.2,5.2
ALEM PHARMA ,533573,985.0,1006.8,1034.0,982.1
ALEMBIC LTD.,506235,126.9,129.75,143.3,126.6
ALEXANDER   ,511463,16.5,16.3,17.5,16.1
ALFA ICA (I),530973,27.0,28.0,28.0,27.0
ALFA TRANSFO,517546,11.91,11.91,11.92,11.76
ALFAVISON.OV,531156,38.4,38.3,38.4,38.3
ALFL        ,538952,0.69,0.69,0.69,0.65
ALFRED HERB ,505216,624.0,638.0,638.0,624.0
ALICON      ,531147,475.0,546.5,560.0,462.0
ALKA INDIA  ,530889,0.36,0.36,0.36,0.36
ALKALI      ,533029,56.65,54.85,56.85,54.0
ALKEM       ,539523,2790.0,2796.4,2808.95,2770.0
ALKYL AMINES,506767,8575.0,8007.85,8630.9,7965.05
ALLCARGO    ,532749,126.8,124.3,127.05,124.2
ALLIED DIGIT,532875,49.0,46.3,49.0,45.0
ALLSEC TECH ,532633,362.0,349.15,362.0,348.0
ALMONDZ GLO ,531400,26.0,27.1,28.35,26.0
ALOK INDS.  ,521070,18.85,19.1,19.75,18.85
ALPA LAB    ,532878,50.25,54.85,54.85,50.25
ALPHAGEO (I),526397,228.2,216.3,229.0,214.1
ALPHALOGIC  ,542770,88.5,88.5,88.5,88.5
ALPINE HSG. ,526519,14.3,13.03,14.3,13.0
ALPS INDS.  ,530715,1.56,1.59,1.59,1.56
ALU FLUORIDE,524634,266.8,270.1,270.1,265.0
AMAL PRODUCT,506597,359.05,364.1,382.0,359.05
AMAR RAJA BA,500008,782.4,767.4,787.4,765.0
AMARDEEP IND,531681,1.65,1.65,1.65,1.65
AMARJOTHI SP,521097,114.0,113.5,115.9,113.2
AMBER       ,540902,3155.0,3092.85,3175.0,3083.2
AMBICA AGAR.,532335,19.3,19.3,19.3,19.3
AMBIKA COTTO,531978,970.0,984.3,999.35,970.0
AMBITION    ,539223,5.18,4.7,5.18,4.7
AMBUJA CEME ,500425,314.0,306.8,315.0,306.05
AMCO INDIA L,530133,32.0,31.95,32.0,30.4
AMD INDUS   ,532828,18.8,18.15,18.8,17.85
AMFL        ,540697,1.54,1.53,1.54,1.47
AMFORGE IND.,513117,1.75,1.64,1.75,1.6
AMINES&PLAST,506248,103.0,99.25,104.35,98.0
AMINTAN     ,541771,0.84,0.84,0.85,0.77
AMIT INTNL. ,531300,2.62,2.62,2.62,2.62
AMJLAND     ,500343,22.55,23.8,26.0,22.55
AML         ,540923,3.82,3.82,3.82,3.82
AMRAPALI IND,526241,4.05,4.19,4.5,4.05
AMRAWOR AGRI,531991,0.65,0.65,0.65,0.65
AMRIT CORP  ,507525,699.9,700.0,700.0,699.9
AMRUTANJAN  ,590006,641.25,627.95,645.0,625.0
AMTL        ,534612,9.84,10.25,10.25,9.55
ANANTRAJ    ,515055,51.85,53.55,54.0,50.55
ANDHRA CEMEN,532141,5.5,5.38,5.5,5.3
ANDHRA PETRO,500012,65.9,65.6,67.5,65.2
ANDHRA SUGAR,590062,462.0,412.95,465.85,407.0
ANDPAPER    ,502330,215.25,226.0,239.65,213.8
ANDREW YULE ,526173,22.0,20.8,22.15,20.6
ANG         ,540694,142.0,134.0,142.0,128.0
ANGELBRKG   ,543235,389.35,426.5,456.9,387.0
ANIK INDS   ,519383,14.5,13.05,14.96,13.05
ANJANI FINL ,531878,6.71,6.71,6.84,6.71
ANJANI PORTL,518091,219.0,212.05,220.0,212.0
ANJANI SYNT.,531223,26.95,24.65,26.95,23.3
ANJANIFOODS ,511153,203.0,209.7,209.9,195.55
ANKIT METAL ,532870,1.03,1.04,1.06,0.96
ANMOL       ,542437,102.05,102.05,102.05,102.05
ANS LTD     ,531406,12.0,11.78,12.0,11.78
ANSAL BUILD.,523007,42.0,41.1,42.0,41.05
ANSAL INFRAS,500013,5.84,5.71,5.84,5.64
ANSALHSG    ,507828,5.1,5.15,5.49,5.09
ANUH PHARMA ,506260,144.95,140.35,149.0,140.0
ANUP        ,542460,590.0,576.3,597.75,568.95
ANUPAM      ,530109,7.3,7.68,7.86,7.3
ANURAS      ,543275,642.0,635.9,646.45,623.65
APAR INDUS. ,532259,503.05,505.85,523.05,503.05
APCOTEX IND ,523694,242.0,240.3,242.7,235.8
APEX        ,540692,218.7,234.6,252.75,214.75
APIL        ,523896,9.75,9.75,9.75,9.75
APL APOLLO  ,533758,1373.2,1317.75,1379.0,1306.0
APLAB LTD.  ,517096,14.25,17.25,17.25,14.25
APM INDUS.  ,523537,21.8,20.85,22.8,20.75
APMFINVEST  ,542774,22.25,22.7,23.9,21.5
APOLLO      ,540879,104.0,106.05,113.1,101.35
APOLLO FIN I,512437,275.15,266.7,283.95,261.9
APOLLO HOSP.,508869,3209.95,3182.45,3241.3,3168.0
APOLLO TYRES,500877,221.0,217.6,226.2,216.25
APOLLOPIPES ,531761,1197.3,1166.55,1206.0,1125.55
APOLLOTRI   ,538566,1274.95,1245.0,1297.0,1240.1
APTECH LTD  ,532475,201.6,204.2,211.15,201.6
ARAVALI SEC.,512344,1.9,1.9,1.9,1.9
ARCEE INDUST,520121,5.9,5.9,5.9,5.61
ARCFIN      ,540135,4.64,4.64,4.64,4.64
ARCHIDPLY IN,532994,35.0,34.2,36.05,33.9
ARCHIES LTD ,532212,11.5,10.77,11.5,10.7
ARCHITORG   ,524640,36.65,34.2,36.95,31.95
AREALTY     ,532114,2.18,2.29,2.29,2.18
ARFIN       ,539151,57.0,57.05,62.9,57.0
ARIES AGRO  ,532935,97.5,96.2,98.4,94.9
ARIH SUPER  ,506194,62.85,60.45,63.0,58.6
ARIHANT CAP.,511605,71.95,73.0,77.0,70.0
ARIHANT FOUN,531381,18.05,18.95,18.95,18.05
ARIHANT SEC.,531017,3.79,3.79,3.79,3.79
ARL         ,542721,30.85,31.25,32.85,30.85
ARMAN FIN   ,531179,553.3,554.05,571.35,547.55
ARNOLD HOLD ,537069,20.3,20.3,20.4,19.0
ARO GRANITE ,513729,43.2,43.4,50.0,43.0
ARROWGREEN  ,516064,76.9,72.05,76.9,71.7
ARSHIYA     ,506074,28.7,29.0,30.75,28.7
ARSS INFRA  ,533163,27.5,25.1,27.5,24.7
ARTEFACT PR ,531297,33.35,33.3,33.35,32.0
ARTEMISELC  ,542670,37.6,37.7,39.4,35.05
ARTEMISMED  ,542919,211.15,202.5,212.0,194.65
ARTSON ENG  ,522134,46.6,46.2,47.95,46.0
ARUNAHTEL   ,500016,7.1,7.15,7.2,7.1
ARUNIS      ,526935,29.95,29.95,30.0,27.85
ARVIND Ltd  ,500101,71.75,70.65,74.85,70.0
ARVINDFASN  ,542484,136.05,137.25,142.2,136.05
ARVSMART    ,539301,95.9,93.75,95.9,93.0
ARYACAPM    ,538716,42.7,42.7,42.7,42.7
ARYAMAN FIN.,530245,37.75,37.75,37.75,37.75
ASAHI IN.GLA,515030,307.0,308.5,314.0,298.0
ASAHI SONG  ,532853,361.8,382.9,398.0,356.25
ASHAPURA LTD,527001,168.8,160.9,175.0,157.0
ASHFL       ,539017,89.7,87.7,89.7,81.0
ASHIANA AGRO,519174,4.88,4.88,4.88,4.79
ASHIANA HOU ,523716,122.1,120.95,125.2,120.25
ASHIANA ISP.,513401,17.0,16.9,17.5,16.1
ASHIKACR    ,590122,40.65,39.8,40.65,39.5
ASHIMA LTD. ,514286,15.5,15.9,16.3,15.3
ASHIRWAD CAP,512247,4.0,3.92,4.05,3.78
ASHIRWAD STL,526847,14.9,14.19,14.9,13.15
ASHNI       ,541702,5.15,5.15,5.15,5.15
ASHOK LEYL. ,500477,111.45,110.8,113.8,110.35
ASHOK-ALCO  ,524594,108.2,108.2,108.2,108.2
ASHOKA      ,533271,83.2,79.9,83.3,79.6
ASHRAM ONLIN,526187,3.7,3.7,3.7,3.7
ASIAN GRANIT,532888,155.95,153.9,157.75,153.0
ASIAN HTL E ,533227,146.0,149.85,155.0,146.0
ASIAN HTL W ,533221,208.0,204.2,209.3,194.3
ASIAN PAINTS,500820,2585.0,2588.15,2617.15,2571.7
ASIAN TEA   ,519532,17.0,16.5,17.5,16.0
ASIANENE    ,530355,101.05,98.5,102.75,97.05
ASIANHOTNR  ,500023,65.95,65.9,68.95,64.4
ASIIL       ,502015,26.05,27.65,27.65,25.05
ASIT C FIN  ,530723,81.0,81.0,81.0,81.0
ASM TECHNOLO,526433,103.0,105.9,107.8,103.0
ASRL        ,541865,53.0,51.1,53.95,51.0
ASSO.ALCOHOL,507526,419.05,417.2,423.0,413.2
ASTEC LIFE  ,533138,1080.9,1116.35,1148.7,1080.6
ASTERDM     ,540975,148.0,143.1,148.0,142.55
ASTRA MICRO ,532493,119.3,115.7,119.95,115.0
ASTRAL POLY ,532830,1600.5,1575.2,1644.05,1563.95
ASTRAZEN.PH.,506820,3958.0,3810.85,3958.0,3801.3
ASTRON      ,540824,39.8,41.4,43.1,39.5
