Name,Code,Open,Close,High,Low
11DPD       ,543186,0.36,0.36,0.36,0.36
11DPR       ,543173,0.07,0.07,0.07,0.07
11GPG       ,543174,2.11,2.3,2.38,2.11
11MPD       ,543175,1.91,1.88,2.1,1.76
11MPR       ,543176,0.07,0.07,0.07,0.07
20 MICRONS  ,533022,39.05,38.35,40.2,37.75
21ST CEN.MGM,526921,12.37,12.37,12.37,12.37
3I INFOTECH ,532628,7.69,7.92,7.95,7.31
3M INDIA LTD,523395,25400.0,25586.65,25700.0,25150.0
3PLAND      ,516092,10.2,10.85,11.25,9.68
509GOI2022  ,800321,96.9,96.9,96.9,96.9
5PAISA      ,540776,364.85,356.15,375.0,353.0
63MOONS     ,526881,88.9,85.2,89.0,84.9
683PFCL31   ,937377,1004.05,1004.05,1004.05,1004.05
715PFCL36   ,937385,1037.0,1039.99,1040.0,1037.0
719IIFCL23  ,961752,1074.0,1053.5,1074.0,1053.5
729NABARD26 ,935688,1142.49,1142.88,1142.88,1142.49
732GOI2024  ,800307,96.0,96.0,96.0,96.0
738REC27TF  ,961749,1176.01,1176.01,1176.01,1176.01
739NHAI26   ,935580,1132.99,1132.99,1132.99,1132.99
739NHAI31A  ,935664,1261.0,1263.4,1263.4,1261.0
752PFC30    ,935510,1226.11,1226.11,1226.11,1226.11
753IREDA26  ,935616,1128.1,1128.1,1128.1,1128.1
757GOI2033  ,800294,110.0,110.0,110.0,110.0
760PFC35    ,935514,1345.0,1349.58,1350.0,1345.0
764HUDCO31  ,935642,1242.05,1242.05,1242.05,1242.05
764NABARD31 ,935690,1245.0,1245.0,1245.0,1245.0
774IREDA31  ,935618,1251.0,1251.0,1251.0,1251.0
793REC22    ,961743,1105.0,1105.0,1105.0,1105.0
7NR         ,540615,5.8,6.07,6.79,5.8
800MMFSL27  ,936044,1005.0,1045.0,1050.0,1005.0
805MMFSL32  ,936048,1040.0,1030.0,1040.0,1030.0
810IRFC2327 ,961732,1254.9,1254.93,1255.0,1254.9
820NHAI22   ,961727,1080.0,1080.0,1080.0,1080.0
825MFL23    ,937403,960.0,974.99,975.0,960.0
825MFL23A   ,937435,965.0,970.0,970.0,962.0
826REC23    ,961778,1120.0,1120.0,1120.0,1120.0
829LTFL24   ,937013,1071.0,1070.0,1071.0,1070.0
830NHAI27   ,961728,1260.0,1263.0,1263.0,1260.0
83TCHF25    ,937049,1076.0,1075.0,1076.0,1075.0
843PFC23    ,961802,1128.0,1128.0,1128.0,1128.0
845TCFS22   ,936802,1079.9,1079.9,1079.9,1079.9
849NTPC25   ,935383,13.52,13.56,13.6,13.52
84TCHF28    ,937057,1099.0,1101.15,1101.15,1099.0
850NHAI29   ,961825,1248.0,1248.0,1248.0,1248.0
852NHAI24   ,961824,1179.9,1185.0,1185.0,1179.9
854PFC28    ,961800,1272.51,1272.5,1272.51,1272.5
85MFL24A    ,937437,970.0,970.0,970.0,970.0
863IRFC29   ,961881,1258.5,1258.5,1258.5,1258.5
865IBHFL26  ,935856,910.0,910.0,910.0,910.0
867PFC33    ,961801,1449.0,1449.0,1449.0,1449.0
870LTFL22A  ,961737,1028.0,1021.1,1028.0,1020.0
870LTFL22B  ,961738,2170.0,2166.51,2175.0,2166.2
872MMFSL26  ,935740,1150.0,1150.0,1150.0,1150.0
875MFL23    ,936138,1004.1,1004.08,1004.1,1004.07
875MFL26A   ,937439,980.0,998.0,998.0,980.0
875SBIPERA  ,958959,1080000.0,1094564.33,1094564.33,1080000.0
875SEFL21   ,936174,380.0,360.0,380.0,340.1
875STFCL27  ,937065,1008.0,1043.82,1049.95,1007.9
876HUDCO24  ,961814,1161.0,1133.11,1161.0,1133.11
876HUDCO28  ,961785,1310.0,1306.0,1310.0,1306.0
880IIFCL29  ,961895,1270.0,1267.04,1270.0,1267.04
880TCFSL21  ,936286,1058.6,1058.55,1058.6,1058.55
885STFCL23  ,937067,1030.0,1027.28,1031.0,1027.28
888ERFL28   ,936130,863.37,885.05,885.05,863.37
888IRFC29   ,961885,1298.0,1298.0,1298.0,1298.0
889LTFL24   ,936524,1070.55,1065.0,1070.55,1065.0
890TCFSL23  ,936290,1105.0,1104.0,1105.0,1104.0
891IIFCL34  ,961822,1420.5,1420.53,1423.0,1420.0
892PFC33    ,961804,1439.5,1441.0,1441.0,1439.5
893PTCIF22A ,972885,10790.1,10790.1,10790.1,10790.1
893STFCL23  ,936228,1012.0,1012.81,1014.9,1012.0
895LTFHL21  ,715027,102.0,102.0,102.0,102.0
898LTFL29   ,936532,1150.0,1150.0,1150.0,1150.0
89IBHFL21B  ,935852,1040.0,1040.0,1040.0,1039.8
8IRFC230222 ,961731,1077.8,1079.0,1079.0,1077.8
900KPL29    ,961851,1250.01,1263.48,1269.99,1250.0
901HUDCO34  ,961816,1455.0,1450.0,1455.0,1450.0
905MMFSL22  ,936404,1021.01,1021.01,1021.01,1021.01
910TCFSL28  ,936294,1193.01,1192.29,1193.01,1190.0
912SEFL28   ,936116,377.5,469.0,469.0,377.5
915DHFL21B  ,935836,340.0,340.0,340.0,340.0
915PTCIF27A ,972893,11440.0,11440.0,11440.0,11440.0
91SEFL21    ,936176,455.0,455.0,455.0,455.0
91STFCL21   ,936232,1071.1,1071.1,1071.1,1071.1
925DHFL23B  ,935840,355.0,355.0,355.0,355.0
925EFL23    ,936246,1000.0,1000.0,1000.0,1000.0
92ICCL28    ,936282,939.8,940.0,940.0,939.8
92SEFL28    ,936186,301.95,300.8,301.95,300.8
930SEFL22   ,936052,305.0,305.0,306.0,305.0
935LTFL29   ,936528,1185.1,1185.0,1185.1,1185.0
935SCUF24   ,936604,1045.0,1045.0,1045.0,1045.0
937SBIPER   ,958457,1086000.0,1086000.0,1086000.0,1086000.0
939EFSL26   ,937339,960.2,925.05,960.2,925.05
93MMFSL27   ,936412,1124.99,1120.55,1124.99,1120.55
93STFCL23   ,936234,1084.0,1084.0,1084.0,1084.0
940RHFL32B  ,935916,164.0,175.0,175.0,164.0
940STFCL21  ,936328,1063.66,1063.66,1063.66,1063.66
945EFL21    ,936244,1047.21,1058.47,1062.0,1047.21
950SEFL22   ,935996,340.0,340.0,340.0,340.0
950STFCL23  ,936330,1065.0,1070.0,1070.0,1065.0
95MFL21AA   ,937025,1042.0,1042.0,1042.0,1042.0
95MFL21C    ,936922,1122.0,1122.0,1122.0,1122.0
95MFL23     ,936928,1021.0,1030.0,1030.0,1021.0
95MFL23A    ,937021,1029.0,1029.0,1029.0,1029.0
95MMFL22    ,937261,1000.0,1000.0,1000.0,1000.0
95PCHFL22   ,958517,807957.59,807957.59,807957.59,807957.59
95STFCL24   ,936458,1032.0,1030.25,1032.0,1030.25
960SEFL21   ,935896,418.0,420.0,420.0,418.0
965SCUF22   ,936596,1011.0,1011.0,1011.0,1011.0
96IFL22A    ,936470,1227.65,1227.65,1227.65,1227.65
96IFL28     ,937455,1000.5,998.95,1000.5,998.95
96SEFL28    ,936188,276.83,277.85,278.01,276.8
96TMFPERP   ,960338,1036957.84,1036957.84,1036957.84,1036957.84
970STFCL28  ,936332,1095.0,1095.0,1095.0,1095.0
975IFL24    ,936472,1100.0,1021.37,1100.0,1018.0
975JMFCSL28 ,936224,1136.0,1130.42,1136.0,1130.0
975MFL22A   ,936484,1029.0,1029.0,1029.0,1029.0
975MFL24A   ,936538,1049.99,1049.99,1049.99,1049.99
975MFL24AA  ,936730,1042.0,1040.6,1049.99,1040.05
975MFL24B   ,936930,1040.05,1040.05,1040.05,1040.05
975MFL24BB  ,937023,1040.1,1040.1,1040.1,1040.1
975MHFL22   ,936947,1010.0,1010.0,1010.0,1010.0
975SCUF24   ,936602,1035.0,1030.0,1035.0,1030.0
975SEFL22B  ,935940,399.0,399.0,399.0,399.0
975TMFLPERP ,960191,1054124.45,1054124.45,1054124.45,1054124.45
975UPPCL27  ,957209,1037770.0,1037759.98,1037770.0,1037759.98
97EFIL21    ,937077,1005.5,1001.87,1010.8,1001.8
981JMFCSL28 ,936386,1050.0,1050.0,1050.0,1050.0
985EFL28    ,936254,926.01,950.0,950.0,926.01
985SCUF24   ,936882,1080.0,1080.0,1080.0,1080.0
98EFIL25    ,937085,989.0,989.0,989.0,989.0
98EFIL30    ,937091,1000.0,1000.0,1000.0,1000.0
990IFCI24F  ,935321,1083.01,1085.0,1085.0,1083.0
995ECL24    ,936969,978.9,990.0,990.0,978.2
995ECL29    ,936975,950.0,950.0,950.0,950.0
995EFL24    ,936392,965.0,959.97,965.0,955.9
995EFL24A   ,936716,960.0,960.0,960.0,960.0
99ECL21     ,936961,1024.8,1017.94,1024.8,1012.0
9IBHFL26B   ,935860,935.0,935.0,935.0,935.0
9MFL23      ,936144,1034.0,1034.0,1034.0,1034.0
9MFL27A     ,937441,975.0,975.0,975.0,975.0
9MMFSL26    ,935752,1160.0,1159.95,1160.0,1159.95
9SEFL23A    ,936180,325.0,325.0,325.0,325.0
9SEFL23B    ,936112,320.0,321.0,321.0,315.0
9STFCL25    ,937069,1036.0,1038.0,1038.0,1036.0
A.K.CAPITAL ,530499,400.5,397.95,413.0,385.0
A.SARABHAI  ,500009,26.0,26.75,27.9,25.2
A2ZINFRA    ,533292,3.72,3.67,3.81,3.64
AAIL        ,530621,17.7,17.15,17.7,17.0
AAL         ,542012,107.95,107.5,107.95,106.0
AANCHALISP  ,538812,5.72,5.35,5.88,5.34
AAREY DRUGS ,524412,30.15,29.75,30.65,29.5
AARNAV      ,539562,69.9,64.0,69.9,63.65
AARTI DRUGS ,524348,718.75,709.75,722.95,705.15
AARTI INDUST,524208,1543.75,1602.85,1643.85,1543.75
AARTISURF   ,543210,1408.0,1466.05,1502.0,1408.0
AARVEE DENIM,514274,20.85,20.8,20.85,19.55
AAVAS       ,541988,2297.0,2272.6,2301.6,2200.8
AAYUSH      ,539528,28.9,28.95,28.95,28.1
ABAN OFFSHO ,523204,29.6,31.25,31.25,29.55
ABANSENT    ,512165,107.0,102.55,107.0,102.0
ABB LTD.    ,500002,1382.0,1382.75,1399.0,1362.3
ABBOTT (I)  ,500488,15185.0,15149.3,15282.35,14865.0
ABC INDIA   ,520123,71.0,67.1,71.0,64.05
ABCAPITAL   ,540691,114.4,114.6,116.25,113.55
ABDBSPRG    ,542879,1.5,1.5,1.5,1.5
ABFRL       ,535755,178.0,175.35,178.15,174.4
ABFRLPP     ,890148,143.1,145.8,145.8,142.0
ABM KNOWLEDG,531161,112.0,108.0,112.5,106.15
ABML        ,532974,40.15,40.0,40.45,40.0
ABSLBANETF  ,542863,332.0,326.7,332.0,325.1
ABSLNN50ET  ,542230,356.8,352.0,356.8,352.0
ABVL        ,530881,10.98,10.98,10.98,10.98
ACC LTD     ,500410,1866.0,1882.3,1902.85,1855.4
ACCEL       ,517494,14.1,14.1,14.1,13.5
ACCELYA     ,532268,940.0,925.1,968.85,917.0
ACE SOFTWARE,531525,13.5,13.44,13.5,13.05
ACEMEN      ,539661,45.95,45.95,45.95,45.95
ACEWIN      ,539570,10.29,10.29,10.29,10.29
ACI INFOCOM ,517356,0.31,0.3,0.31,0.29
ACKNIT IND  ,530043,100.15,103.75,109.3,100.0
ACME        ,539391,15.5,15.5,15.8,15.5
ACROW INDIA ,513149,128.9,131.75,131.75,126.0
ACRYCIL LTD.,524091,340.0,322.2,340.0,321.0
ACTION CONST,532762,147.0,145.45,150.1,144.5
AD-MANUM FIN,511359,15.1,15.95,15.95,15.0
ADANI ENTER ,512599,1174.0,1158.5,1200.4,1143.35
ADANI PORTS ,532921,742.0,729.9,759.3,717.05
ADANI POWER ,533096,95.65,94.75,98.35,94.4
ADANIGREEN  ,541450,1045.0,1019.0,1045.05,1011.45
ADANITRANS  ,539254,1050.15,1049.85,1060.35,1036.0
ADARSH PLANT,526711,5.8,5.8,5.8,5.8
ADCINDIA    ,523411,204.95,198.0,204.95,195.5
ADCON       ,539506,6.46,6.46,6.46,6.46
ADDI IND.   ,507852,4.75,4.6,4.75,4.6
ADF FOODS LT,519183,962.2,946.35,972.95,935.4
ADHINATH TEX,514113,2.9,3.0,3.0,2.9
ADHUNIKIND  ,538365,24.45,24.05,25.0,23.65
ADITRI      ,534707,1.01,0.98,1.01,0.98
ADITYA ISPAT,513513,5.75,5.99,5.99,5.75
ADITYA SPIN.,521141,5.9,5.91,5.91,5.9
ADL         ,543231,26.6,27.3,28.9,26.6
ADOR FONTECH,530431,37.8,38.65,38.9,37.5
ADOR MULTI. ,523120,73.8,73.0,74.6,72.5
ADORWELDING ,517041,361.8,381.7,389.0,359.25
ADROITINFO  ,532172,9.07,9.07,9.54,9.07
ADVANI HOTEL,523269,52.8,55.8,56.6,52.5
ADVENT COMP.,531429,1.9,1.86,1.9,1.77
ADVENZYMES  ,540025,413.65,399.85,413.65,393.0
ADVIKCA     ,539773,1.6,1.6,1.61,1.6
AEGIS LOGIS ,500003,313.4,304.1,317.9,301.0
AEL         ,539196,12.95,12.16,12.95,12.1
AFEL        ,538351,18.65,18.65,18.65,18.65
AFFLE       ,542752,5500.0,5517.7,5559.95,5475.0
AFFORDABLE  ,541402,109.95,103.85,109.95,103.8
AGAR IND COR,531921,151.3,152.05,155.0,150.6
AGCNET      ,500463,1627.55,1582.8,1627.55,1582.5
AGIIL       ,539042,70.0,69.1,71.5,68.0
AGIO PAPER  ,516020,2.15,2.15,2.15,2.15
AGOL        ,542579,42.5,42.0,42.5,41.95
AGRI TECH   ,537292,38.5,39.0,39.0,38.0
AGRO TECH FO,500215,847.0,843.7,857.7,817.0
AHFL29SEP18 ,936312,1267.0,1270.0,1270.0,1267.0
AHLUWALIA CO,532811,283.1,284.65,286.65,281.0
AHMED.STEEL ,522273,16.99,16.15,16.99,16.15
AI CHAMPDNY ,532806,11.0,10.25,11.0,10.25
AIAENGINEER ,532683,1849.4,1863.35,1888.0,1849.4
AIHL        ,542524,13.77,13.77,13.77,13.77
AIIL        ,539177,308.0,308.0,308.0,308.0
AIMCO PESTI.,524288,99.95,101.1,105.0,97.0
AINFRA      ,539620,24.4,24.1,25.3,23.75
AISHWARYA   ,532975,1.5,1.54,1.54,1.4
AJANTA PHARM,532331,1914.0,1841.7,1932.45,1826.75
AJANTA SOYA ,519216,75.85,77.15,77.95,75.05
AJEL        ,530713,2.38,2.31,2.49,2.3
AJIL        ,514394,27.45,27.3,27.45,25.65
AJMERA      ,513349,111.5,111.85,114.35,111.15
AKASHDEEP   ,538778,36.0,37.0,37.0,35.05
AKSH OPTIFIB,532351,5.91,5.97,6.16,5.9
AKSHARCHEM I,524598,246.0,263.05,268.6,245.0
AKZOINDIA   ,500710,2239.1,2245.0,2270.25,2201.1
ALAN SCOTT  ,539115,24.5,24.5,24.5,24.5
ALANKIT     ,531082,13.6,14.2,14.25,13.6
ALBERT DAVID,524075,440.1,435.85,443.65,427.95
ALCH CORP   ,531409,5.2,5.2,5.2,5.2
ALEM PHARMA ,533573,975.9,985.45,994.65,975.3
ALEMBIC LTD.,506235,107.5,109.9,110.95,105.25
ALEXANDER   ,511463,16.8,16.75,16.9,15.75
ALFA ICA (I),530973,28.25,28.3,28.3,28.25
ALFA TRANSFO,517546,10.7,11.39,11.39,10.35
ALFAVISON.OV,531156,38.5,38.4,38.5,38.4
ALFL        ,538952,0.69,0.69,0.69,0.69
ALFRED HERB ,505216,605.55,591.75,609.0,579.0
ALICON      ,531147,475.0,463.5,482.0,451.0
ALKA INDIA  ,530889,0.34,0.34,0.34,0.34
ALKALI      ,533029,56.5,55.35,57.15,54.55
ALKEM       ,539523,2752.75,2757.25,2785.7,2746.0
ALKYL AMINES,506767,8198.0,8471.05,8637.45,7913.45
ALLCARGO    ,532749,124.0,125.05,126.75,123.5
ALLIED DIGIT,532875,46.35,47.6,48.25,46.05
ALLSEC TECH ,532633,341.7,339.35,351.4,334.8
ALMONDZ GLO ,531400,28.25,27.55,29.25,27.5
ALOK INDS.  ,521070,19.15,19.3,19.6,19.05
ALPA LAB    ,532878,55.0,55.0,55.0,55.0
ALPHAGEO (I),526397,210.85,218.9,232.15,200.2
ALPINE HSG. ,526519,13.0,14.14,14.29,12.8
ALPS INDS.  ,530715,1.56,1.49,1.56,1.46
ALU FLUORIDE,524634,249.55,245.0,254.25,239.2
AMAL PRODUCT,506597,368.75,360.55,370.0,351.1
AMAR RAJA BA,500008,798.5,810.7,814.55,797.3
AMARJOTHI SP,521097,109.9,106.75,109.9,105.7
AMBER       ,540902,3167.0,3102.55,3188.55,3084.35
AMBICA AGAR.,532335,17.54,17.54,17.54,17.54
AMBIKA COTTO,531978,906.25,901.75,911.2,897.65
AMBITION    ,539223,5.2,5.2,5.2,5.2
AMBUJA CEME ,500425,314.85,309.0,319.85,306.85
AMCO INDIA L,530133,29.5,31.95,32.45,29.5
AMD INDUS   ,532828,17.75,18.0,18.5,17.45
AMFL        ,540697,1.45,1.43,1.5,1.43
AMFORGE IND.,513117,1.84,1.75,1.84,1.75
AMINES&PLAST,506248,100.0,103.7,108.4,96.05
AMINTAN     ,541771,0.74,0.83,0.88,0.72
AMIT INTNL. ,531300,2.62,2.62,2.62,2.62
AMJLAND     ,500343,26.7,25.05,26.8,23.0
AMRAPALI IND,526241,4.5,4.5,4.5,4.5
AMRAWOR AGRI,531991,0.65,0.65,0.65,0.65
AMRIT CORP  ,507525,683.1,695.4,700.0,683.1
AMRUTANJAN  ,590006,637.3,636.1,639.5,628.0
AMTL        ,534612,9.79,9.55,9.82,8.91
ANANTRAJ    ,515055,49.5,52.75,53.0,48.8
ANDHRA CEMEN,532141,5.38,5.35,5.38,5.25
ANDHRA PETRO,500012,63.55,64.15,66.0,63.55
ANDHRA SUGAR,590062,376.95,386.1,404.0,370.9
ANDPAPER    ,502330,214.3,211.2,216.9,210.1
ANDREW YULE ,526173,20.7,21.55,21.95,20.65
ANG         ,540694,125.0,125.0,125.0,125.0
ANGEL       ,541006,10.7,10.7,10.7,10.7
ANGELBRKG   ,543235,364.9,368.6,375.45,354.8
ANIK INDS   ,519383,13.55,14.46,14.5,13.55
ANJANI FINL ,531878,6.58,6.58,6.58,6.58
ANJANI PORTL,518091,210.0,210.75,218.9,206.7
ANJANI SYNT.,531223,25.35,24.9,25.35,22.55
ANJANIFOODS ,511153,201.2,209.0,209.0,201.2
ANKIT METAL ,532870,1.0,0.99,1.0,0.97
ANSAL BUILD.,523007,39.9,40.0,40.4,39.9
ANSAL INFRAS,500013,5.86,5.96,6.06,5.85
ANSALHSG    ,507828,4.91,5.16,5.16,4.9
ANUBHAV     ,538833,3.92,3.92,3.92,3.92
ANUH PHARMA ,506260,131.0,130.7,132.8,126.35
ANUP        ,542460,585.0,577.35,592.0,576.15
ANUPAM      ,530109,7.63,7.71,7.93,7.5
ANURAS      ,543275,628.0,624.65,639.0,618.5
ANUROOP     ,542865,7.95,7.95,7.95,7.95
APAR INDUS. ,532259,495.35,496.35,507.0,489.25
APCOTEX IND ,523694,219.1,232.7,235.55,215.0
APEX        ,540692,213.1,214.1,216.95,210.1
APL APOLLO  ,533758,1295.05,1301.7,1325.4,1294.85
APLAB LTD.  ,517096,17.35,17.3,17.35,17.3
APM INDUS.  ,523537,23.65,22.0,23.65,21.35
APMFINVEST  ,542774,24.0,23.55,24.95,23.05
APOLLO      ,540879,107.0,102.85,108.9,100.05
APOLLO FIN I,512437,288.0,279.2,288.0,275.0
APOLLO HOSP.,508869,3270.0,3199.0,3307.5,3184.0
APOLLO TYRES,500877,207.85,216.8,223.55,203.45
APOLLOPIPES ,531761,1120.0,1163.4,1183.55,1120.0
APOLLOTRI   ,538566,1251.0,1235.55,1262.0,1229.2
APTECH LTD  ,532475,208.0,203.85,212.0,203.2
ARAMBHAN    ,539403,3.56,3.56,3.56,3.56
ARAVALI SEC.,512344,1.99,1.99,1.99,1.99
ARCEE INDUST,520121,5.99,5.99,5.99,5.99
ARCFIN      ,540135,4.45,4.47,4.47,4.39
ARCHIDPLY IN,532994,33.0,33.3,33.3,31.5
ARCHIES LTD ,532212,10.62,11.06,11.11,10.62
ARCHITORG   ,524640,33.75,31.4,33.75,31.0
ARFIN       ,539151,58.0,57.1,59.8,57.1
ARIES AGRO  ,532935,91.9,89.55,91.9,89.35
ARIH SUPER  ,506194,59.0,62.0,62.0,59.0
ARIHANT CAP.,511605,72.7,73.55,75.75,72.7
ARL         ,542721,32.5,30.95,32.5,30.8
ARMAN FIN   ,531179,577.0,555.65,580.0,550.0
ARNOLD HOLD ,537069,19.45,19.45,19.45,17.85
ARO GRANITE ,513729,44.7,44.15,45.0,44.0
ARROWGREEN  ,516064,74.0,73.35,78.45,72.35
ARSHIYA     ,506074,31.0,31.55,32.4,30.15
ARSS INFRA  ,533163,26.0,25.25,26.0,25.0
ARTEFACT PR ,531297,31.05,31.9,32.5,31.05
ARTEMISELC  ,542670,38.0,37.0,38.0,35.05
ARTEMISMED  ,542919,190.8,191.0,194.0,185.65
ARTSON ENG  ,522134,46.35,46.5,47.4,46.0
ARUNAHTEL   ,500016,6.6,6.62,6.66,6.6
ARUNIS      ,526935,27.0,29.9,32.85,27.0
ARVIND Ltd  ,500101,67.0,65.65,67.4,65.15
ARVINDFASN  ,542484,130.0,130.2,130.9,128.05
ARVSMART    ,539301,96.7,95.65,99.0,95.6
ARYAVAN     ,539455,13.9,13.9,13.9,13.9
ASAHI IN.GLA,515030,295.8,292.85,298.5,290.0
ASAHI SONG  ,532853,340.0,339.8,345.2,335.05
ASHAPURA LTD,527001,159.0,154.0,171.8,152.5
ASHFL       ,539017,89.5,88.9,90.0,84.15
ASHIANA AGRO,519174,4.88,4.97,4.97,4.79
ASHIANA HOU ,523716,122.9,122.75,124.6,120.0
ASHIANA ISP.,513401,15.35,16.11,16.11,14.9
ASHIKACR    ,590122,40.1,39.85,41.15,39.55
ASHIMA LTD. ,514286,15.5,15.75,16.0,15.2
ASHIRWAD CAP,512247,3.8,3.88,3.98,3.75
ASHIRWAD STL,526847,14.34,14.99,15.77,14.0
ASHNI       ,541702,6.27,5.7,6.27,5.7
ASHNOOR TEX.,507872,14.7,14.7,14.7,14.7
ASHOK LEYL. ,500477,113.75,112.7,115.75,112.15
ASHOK-ALCO  ,524594,94.2,98.15,98.7,94.2
ASHOKA      ,533271,83.05,82.6,85.85,82.3
ASHRAM ONLIN,526187,3.58,3.58,3.6,3.58
ASIAN GRANIT,532888,157.65,156.85,160.05,155.0
ASIAN HTL E ,533227,145.65,147.0,159.85,145.65
ASIAN HTL W ,533221,209.1,203.85,209.1,198.9
ASIAN PAINTS,500820,2561.0,2540.1,2604.2,2525.0
ASIAN TEA   ,519532,16.04,16.2,16.2,15.51
ASIANENE    ,530355,103.2,103.75,106.5,102.2
ASIANHOTNR  ,500023,63.0,67.75,69.9,63.0
ASIIL       ,502015,26.3,27.65,28.2,26.0
ASIT C FIN  ,530723,77.6,81.0,81.0,77.0
ASM TECHNOLO,526433,102.0,104.0,108.7,100.05
ASRL        ,541865,52.1,50.6,54.9,50.0
ASSAMENT    ,542911,256.2,256.2,256.2,256.2
ASSO.ALCOHOL,507526,412.35,411.4,421.6,408.05
ASTEC LIFE  ,533138,1162.0,1154.55,1188.5,1149.85
ASTERDM     ,540975,147.45,143.25,147.45,142.6
ASTRA MICRO ,532493,115.0,115.55,118.7,114.5
ASTRAL POLY ,532830,1631.0,1581.85,1636.15,1565.0
ASTRAZEN.PH.,506820,3870.0,3905.6,4029.3,3800.0
ASTRON      ,540824,40.3,40.05,40.6,40.0
